Date;snow
16.03.2008 00:00;0
17.03.2008 00:00;0
18.03.2008 00:00;0
19.03.2008 00:00;-10
20.03.2008 00:00;0
21.03.2008 00:00;40
22.03.2008 00:00;40
23.03.2008 00:00;0
24.03.2008 00:00;0
25.03.2008 00:00;10
26.03.2008 00:00;-20
27.03.2008 00:00;20
28.03.2008 00:00;30
29.03.2008 00:00;-20
30.03.2008 00:00;-10
31.03.2008 00:00;0
01.04.2008 00:00;10
02.04.2008 00:00;10
03.04.2008 00:00;10
04.04.2008 00:00;-10
05.04.2008 00:00;-10
06.04.2008 00:00;-10
07.04.2008 00:00;-10
08.04.2008 00:00;0
09.04.2008 00:00;0
10.04.2008 00:00;10
11.04.2008 00:00;10
12.04.2008 00:00;30
13.04.2008 00:00;-10
14.04.2008 00:00;10
15.04.2008 00:00;20
16.04.2008 00:00;-10
17.04.2008 00:00;-10
18.04.2008 00:00;0
19.04.2008 00:00;0
20.04.2008 00:00;-10
21.04.2008 00:00;20
22.04.2008 00:00;20
23.04.2008 00:00;-20
24.04.2008 00:00;-10
25.04.2008 00:00;-20
26.04.2008 00:00;0
27.04.2008 00:00;-10
28.04.2008 00:00;-10
29.04.2008 00:00;20
30.04.2008 00:00;0
01.05.2008 00:00;0
02.05.2008 00:00;-20
03.05.2008 00:00;0
04.05.2008 00:00;-10
05.05.2008 00:00;-10
06.05.2008 00:00;-10
07.05.2008 00:00;0
08.05.2008 00:00;-10
09.05.2008 00:00;-20
10.05.2008 00:00;-10
11.05.2008 00:00;-10
12.05.2008 00:00;0
13.05.2008 00:00;-10
14.05.2008 00:00;-10
15.05.2008 00:00;-10
16.05.2008 00:00;-10
17.05.2008 00:00;0
18.05.2008 00:00;10
19.05.2008 00:00;-10
20.05.2008 00:00;-10
21.05.2008 00:00;10
22.05.2008 00:00;50
23.05.2008 00:00;-30
24.05.2008 00:00;-10
25.05.2008 00:00;0
26.05.2008 00:00;-10
27.05.2008 00:00;-20
28.05.2008 00:00;-10
29.05.2008 00:00;-10
30.05.2008 00:00;20
31.05.2008 00:00;-10
01.06.2008 00:00;0
02.06.2008 00:00;-10
03.06.2008 00:00;-20
04.06.2008 00:00;20
05.06.2008 00:00;50
06.06.2008 00:00;-20
07.06.2008 00:00;20
08.06.2008 00:00;-20
09.06.2008 00:00;-20
10.06.2008 00:00;-10
11.06.2008 00:00;-10
12.06.2008 00:00;-10
13.06.2008 00:00;-10
14.06.2008 00:00;-10
15.06.2008 00:00;0
16.06.2008 00:00;0
17.06.2008 00:00;20
18.06.2008 00:00;-30
19.06.2008 00:00;-30
20.06.2008 00:00;-30
21.06.2008 00:00;-30
22.06.2008 00:00;-40
23.06.2008 00:00;-40
24.06.2008 00:00;-40
25.06.2008 00:00;-40
26.06.2008 00:00;-50
27.06.2008 00:00;-50
28.06.2008 00:00;-30
29.06.2008 00:00;0
30.06.2008 00:00;0
01.07.2008 00:00;0
02.07.2008 00:00;0
03.07.2008 00:00;0
04.07.2008 00:00;0
05.07.2008 00:00;0
06.07.2008 00:00;0
07.07.2008 00:00;0
08.07.2008 00:00;0
09.07.2008 00:00;0
10.07.2008 00:00;0
11.07.2008 00:00;0
12.07.2008 00:00;0
13.07.2008 00:00;0
14.07.2008 00:00;20
15.07.2008 00:00;-10
16.07.2008 00:00;-10
17.07.2008 00:00;0
18.07.2008 00:00;0
19.07.2008 00:00;0
20.07.2008 00:00;0
21.07.2008 00:00;0
22.07.2008 00:00;0
23.07.2008 00:00;0
24.07.2008 00:00;0
25.07.2008 00:00;0
26.07.2008 00:00;0
27.07.2008 00:00;0
28.07.2008 00:00;0
29.07.2008 00:00;0
30.07.2008 00:00;0
31.07.2008 00:00;0
01.08.2008 00:00;0
02.08.2008 00:00;0
03.08.2008 00:00;0
04.08.2008 00:00;0
05.08.2008 00:00;0
06.08.2008 00:00;0
07.08.2008 00:00;0
08.08.2008 00:00;0
09.08.2008 00:00;0
10.08.2008 00:00;0
11.08.2008 00:00;0
12.08.2008 00:00;0
13.08.2008 00:00;0
14.08.2008 00:00;0
15.08.2008 00:00;0
16.08.2008 00:00;0
17.08.2008 00:00;0
18.08.2008 00:00;0
19.08.2008 00:00;0
20.08.2008 00:00;0
21.08.2008 00:00;0
22.08.2008 00:00;0
23.08.2008 00:00;0
24.08.2008 00:00;0
25.08.2008 00:00;0
26.08.2008 00:00;0
27.08.2008 00:00;0
28.08.2008 00:00;0
29.08.2008 00:00;0
30.08.2008 00:00;0
31.08.2008 00:00;0
01.09.2008 00:00;0
02.09.2008 00:00;0
03.09.2008 00:00;0
04.09.2008 00:00;0
05.09.2008 00:00;0
06.09.2008 00:00;0
07.09.2008 00:00;0
08.09.2008 00:00;0
09.09.2008 00:00;0
10.09.2008 00:00;0
11.09.2008 00:00;0
12.09.2008 00:00;0
13.09.2008 00:00;10
14.09.2008 00:00;0
15.09.2008 00:00;10
16.09.2008 00:00;-10
17.09.2008 00:00;0
18.09.2008 00:00;0
19.09.2008 00:00;0
20.09.2008 00:00;10
21.09.2008 00:00;-10
22.09.2008 00:00;-10
23.09.2008 00:00;0
24.09.2008 00:00;0
25.09.2008 00:00;0
26.09.2008 00:00;0
27.09.2008 00:00;0
28.09.2008 00:00;0
29.09.2008 00:00;0
30.09.2008 00:00;0
01.10.2008 00:00;0
02.10.2008 00:00;0
03.10.2008 00:00;10
04.10.2008 00:00;10
05.10.2008 00:00;0
06.10.2008 00:00;-10
07.10.2008 00:00;-10
08.10.2008 00:00;0
09.10.2008 00:00;0
10.10.2008 00:00;0
11.10.2008 00:00;0
12.10.2008 00:00;0
13.10.2008 00:00;0
14.10.2008 00:00;0
15.10.2008 00:00;0
16.10.2008 00:00;0
17.10.2008 00:00;0
18.10.2008 00:00;0
19.10.2008 00:00;0
20.10.2008 00:00;0
21.10.2008 00:00;0
22.10.2008 00:00;0
23.10.2008 00:00;0
24.10.2008 00:00;0
25.10.2008 00:00;0
26.10.2008 00:00;0
27.10.2008 00:00;0
28.10.2008 00:00;10
29.10.2008 00:00;50
30.10.2008 00:00;50
31.10.2008 00:00;-20
01.11.2008 00:00;-20
02.11.2008 00:00;-10
03.11.2008 00:00;60
04.11.2008 00:00;50
05.11.2008 00:00;140
06.11.2008 00:00;0
07.11.2008 00:00;-20
08.11.2008 00:00;-10
09.11.2008 00:00;-20
10.11.2008 00:00;0
11.11.2008 00:00;-10
12.11.2008 00:00;10
13.11.2008 00:00;10
14.11.2008 00:00;-10
15.11.2008 00:00;-10
16.11.2008 00:00;0
17.11.2008 00:00;-10
18.11.2008 00:00;0
19.11.2008 00:00;10
20.11.2008 00:00;40
21.11.2008 00:00;20
22.11.2008 00:00;90
23.11.2008 00:00;-20
24.11.2008 00:00;0
25.11.2008 00:00;0
26.11.2008 00:00;0
27.11.2008 00:00;-10
28.11.2008 00:00;0
29.11.2008 00:00;0
30.11.2008 00:00;0
01.12.2008 00:00;20
02.12.2008 00:00;0
03.12.2008 00:00;0
04.12.2008 00:00;0
05.12.2008 00:00;0
06.12.2008 00:00;10
07.12.2008 00:00;10
08.12.2008 00:00;-10
09.12.2008 00:00;0
10.12.2008 00:00;30
11.12.2008 00:00;40
12.12.2008 00:00;0
13.12.2008 00:00;0
14.12.2008 00:00;0
15.12.2008 00:00;150
16.12.2008 00:00;70
17.12.2008 00:00;40
18.12.2008 00:00;-20
19.12.2008 00:00;-20
20.12.2008 00:00;-20
21.12.2008 00:00;-20
22.12.2008 00:00;-10
23.12.2008 00:00;-20
24.12.2008 00:00;-10
25.12.2008 00:00;0
26.12.2008 00:00;-10
27.12.2008 00:00;-10
28.12.2008 00:00;-10
29.12.2008 00:00;10
30.12.2008 00:00;0
31.12.2008 00:00;-10
01.01.2009 00:00;20
02.01.2009 00:00;-10
03.01.2009 00:00;0
04.01.2009 00:00;-10
05.01.2009 00:00;0
06.01.2009 00:00;0
07.01.2009 00:00;0
08.01.2009 00:00;30
09.01.2009 00:00;-10
10.01.2009 00:00;-10
11.01.2009 00:00;0
12.01.2009 00:00;0
13.01.2009 00:00;0
14.01.2009 00:00;-10
15.01.2009 00:00;0
16.01.2009 00:00;0
17.01.2009 00:00;0
18.01.2009 00:00;0
19.01.2009 00:00;-10
20.01.2009 00:00;10
21.01.2009 00:00;0
22.01.2009 00:00;-10
23.01.2009 00:00;10
24.01.2009 00:00;20
25.01.2009 00:00;0
26.01.2009 00:00;0
27.01.2009 00:00;0
28.01.2009 00:00;0
29.01.2009 00:00;0
30.01.2009 00:00;-10
31.01.2009 00:00;0
01.02.2009 00:00;0
02.02.2009 00:00;10
03.02.2009 00:00;0
04.02.2009 00:00;-10
05.02.2009 00:00;0
06.02.2009 00:00;60
07.02.2009 00:00;50
08.02.2009 00:00;40
09.02.2009 00:00;-20
10.02.2009 00:00;10
11.02.2009 00:00;10
12.02.2009 00:00;-20
13.02.2009 00:00;-10
14.02.2009 00:00;0
15.02.2009 00:00;-10
16.02.2009 00:00;0
17.02.2009 00:00;0
18.02.2009 00:00;30
19.02.2009 00:00;-10
20.02.2009 00:00;-10
21.02.2009 00:00;0
22.02.2009 00:00;0
23.02.2009 00:00;0
24.02.2009 00:00;-10
25.02.2009 00:00;0
26.02.2009 00:00;0
27.02.2009 00:00;-10
28.02.2009 00:00;0
01.03.2009 00:00;0
02.03.2009 00:00;0
03.03.2009 00:00;0
04.03.2009 00:00;0
05.03.2009 00:00;100
06.03.2009 00:00;60
07.03.2009 00:00;-20
08.03.2009 00:00;-20
09.03.2009 00:00;10
10.03.2009 00:00;10
11.03.2009 00:00;50
12.03.2009 00:00;-10
13.03.2009 00:00;-20
14.03.2009 00:00;-10
15.03.2009 00:00;-10
16.03.2009 00:00;-10
17.03.2009 00:00;-10
18.03.2009 00:00;-10
19.03.2009 00:00;0
20.03.2009 00:00;-10
21.03.2009 00:00;0
22.03.2009 00:00;0
23.03.2009 00:00;0
24.03.2009 00:00;30
25.03.2009 00:00;20
26.03.2009 00:00;30
27.03.2009 00:00;-10
28.03.2009 00:00;-20
29.03.2009 00:00;60
30.03.2009 00:00;-20
31.03.2009 00:00;-10
01.04.2009 00:00;0
02.04.2009 00:00;20
03.04.2009 00:00;10
04.04.2009 00:00;-20
05.04.2009 00:00;-10
06.04.2009 00:00;-10
07.04.2009 00:00;-10
08.04.2009 00:00;0
09.04.2009 00:00;-10
10.04.2009 00:00;-10
11.04.2009 00:00;10
12.04.2009 00:00;0
13.04.2009 00:00;-10
14.04.2009 00:00;-10
15.04.2009 00:00;0
16.04.2009 00:00;30
17.04.2009 00:00;30
18.04.2009 00:00;-20
19.04.2009 00:00;80
20.04.2009 00:00;130
21.04.2009 00:00;-50
22.04.2009 00:00;-40
23.04.2009 00:00;-40
24.04.2009 00:00;-10
25.04.2009 00:00;-20
26.04.2009 00:00;0
27.04.2009 00:00;120
28.04.2009 00:00;190
29.04.2009 00:00;-30
30.04.2009 00:00;-50
01.05.2009 00:00;-40
02.05.2009 00:00;-30
03.05.2009 00:00;-20
04.05.2009 00:00;-30
05.05.2009 00:00;-20
06.05.2009 00:00;-10
07.05.2009 00:00;-20
08.05.2009 00:00;-10
09.05.2009 00:00;-10
10.05.2009 00:00;0
11.05.2009 00:00;-10
12.05.2009 00:00;-10
13.05.2009 00:00;-20
14.05.2009 00:00;-20
15.05.2009 00:00;0
16.05.2009 00:00;-10
17.05.2009 00:00;-20
18.05.2009 00:00;-10
19.05.2009 00:00;-10
20.05.2009 00:00;-10
21.05.2009 00:00;-20
22.05.2009 00:00;-20
23.05.2009 00:00;-20
24.05.2009 00:00;-30
25.05.2009 00:00;-20
26.05.2009 00:00;-20
27.05.2009 00:00;0
28.05.2009 00:00;-20
29.05.2009 00:00;-30
30.05.2009 00:00;10
31.05.2009 00:00;0
01.06.2009 00:00;0
02.06.2009 00:00;-30
03.06.2009 00:00;-20
04.06.2009 00:00;-20
05.06.2009 00:00;-20
06.06.2009 00:00;10
07.06.2009 00:00;10
08.06.2009 00:00;-10
09.06.2009 00:00;10
10.06.2009 00:00;-20
11.06.2009 00:00;-10
12.06.2009 00:00;-10
13.06.2009 00:00;-20
14.06.2009 00:00;-30
15.06.2009 00:00;-30
16.06.2009 00:00;-30
17.06.2009 00:00;-20
18.06.2009 00:00;-30
19.06.2009 00:00;-30
20.06.2009 00:00;-10
21.06.2009 00:00;0
22.06.2009 00:00;-10
23.06.2009 00:00;-10
24.06.2009 00:00;-10
25.06.2009 00:00;-20
26.06.2009 00:00;-10
27.06.2009 00:00;0
28.06.2009 00:00;-20
29.06.2009 00:00;-30
30.06.2009 00:00;-20
01.07.2009 00:00;-10
02.07.2009 00:00;-20
03.07.2009 00:00;-30
04.07.2009 00:00;-30
05.07.2009 00:00;-20
06.07.2009 00:00;-20
07.07.2009 00:00;-20
08.07.2009 00:00;-20
09.07.2009 00:00;-20
10.07.2009 00:00;-10
11.07.2009 00:00;10
12.07.2009 00:00;-10
13.07.2009 00:00;0
14.07.2009 00:00;0
15.07.2009 00:00;0
16.07.2009 00:00;0
17.07.2009 00:00;0
18.07.2009 00:00;20
19.07.2009 00:00;-10
20.07.2009 00:00;-10
21.07.2009 00:00;0
22.07.2009 00:00;-20
23.07.2009 00:00;0
24.07.2009 00:00;0
25.07.2009 00:00;0
26.07.2009 00:00;0
27.07.2009 00:00;0
28.07.2009 00:00;0
29.07.2009 00:00;0
30.07.2009 00:00;0
31.07.2009 00:00;0
01.08.2009 00:00;0
02.08.2009 00:00;0
03.08.2009 00:00;0
04.08.2009 00:00;0
05.08.2009 00:00;0
06.08.2009 00:00;0
07.08.2009 00:00;0
08.08.2009 00:00;0
09.08.2009 00:00;0
10.08.2009 00:00;0
11.08.2009 00:00;0
12.08.2009 00:00;0
13.08.2009 00:00;0
14.08.2009 00:00;0
15.08.2009 00:00;0
16.08.2009 00:00;0
17.08.2009 00:00;0
18.08.2009 00:00;0
19.08.2009 00:00;0
20.08.2009 00:00;0
21.08.2009 00:00;0
22.08.2009 00:00;0
23.08.2009 00:00;0
24.08.2009 00:00;0
25.08.2009 00:00;0
26.08.2009 00:00;0
27.08.2009 00:00;0
28.08.2009 00:00;0
29.08.2009 00:00;0
30.08.2009 00:00;0
31.08.2009 00:00;0
01.09.2009 00:00;0
02.09.2009 00:00;0
03.09.2009 00:00;0
04.09.2009 00:00;0
05.09.2009 00:00;0
06.09.2009 00:00;0
07.09.2009 00:00;0
08.09.2009 00:00;0
09.09.2009 00:00;0
10.09.2009 00:00;0
11.09.2009 00:00;0
12.09.2009 00:00;0
13.09.2009 00:00;0
14.09.2009 00:00;0
15.09.2009 00:00;0
16.09.2009 00:00;0
17.09.2009 00:00;0
18.09.2009 00:00;0
19.09.2009 00:00;0
20.09.2009 00:00;0
21.09.2009 00:00;0
22.09.2009 00:00;0
23.09.2009 00:00;0
24.09.2009 00:00;0
25.09.2009 00:00;0
26.09.2009 00:00;0
27.09.2009 00:00;0
28.09.2009 00:00;0
29.09.2009 00:00;0
30.09.2009 00:00;0
01.10.2009 00:00;0
02.10.2009 00:00;0
03.10.2009 00:00;0
04.10.2009 00:00;0
05.10.2009 00:00;0
06.10.2009 00:00;0
07.10.2009 00:00;0
08.10.2009 00:00;0
09.10.2009 00:00;0
10.10.2009 00:00;0
11.10.2009 00:00;0
12.10.2009 00:00;0
13.10.2009 00:00;0
14.10.2009 00:00;0
15.10.2009 00:00;0
16.10.2009 00:00;0
17.10.2009 00:00;0
18.10.2009 00:00;0
19.10.2009 00:00;0
20.10.2009 00:00;0
21.10.2009 00:00;0
22.10.2009 00:00;40
23.10.2009 00:00;0
24.10.2009 00:00;0
25.10.2009 00:00;-10
26.10.2009 00:00;0
27.10.2009 00:00;0
28.10.2009 00:00;0
29.10.2009 00:00;0
30.10.2009 00:00;0
31.10.2009 00:00;0
01.11.2009 00:00;0
02.11.2009 00:00;20
03.11.2009 00:00;10
04.11.2009 00:00;50
05.11.2009 00:00;-10
06.11.2009 00:00;0
07.11.2009 00:00;0
08.11.2009 00:00;40
09.11.2009 00:00;10
10.11.2009 00:00;0
11.11.2009 00:00;-10
12.11.2009 00:00;0
13.11.2009 00:00;-10
14.11.2009 00:00;0
15.11.2009 00:00;0
16.11.2009 00:00;-10
17.11.2009 00:00;-10
18.11.2009 00:00;0
19.11.2009 00:00;0
20.11.2009 00:00;0
21.11.2009 00:00;0
22.11.2009 00:00;0
23.11.2009 00:00;0
24.11.2009 00:00;40
25.11.2009 00:00;0
26.11.2009 00:00;-10
27.11.2009 00:00;-10
28.11.2009 00:00;0
29.11.2009 00:00;0
30.11.2009 00:00;110
01.12.2009 00:00;140
02.12.2009 00:00;-40
03.12.2009 00:00;-20
04.12.2009 00:00;-10
05.12.2009 00:00;-10
06.12.2009 00:00;-10
07.12.2009 00:00;-10
08.12.2009 00:00;0
09.12.2009 00:00;-10
10.12.2009 00:00;-10
11.12.2009 00:00;0
12.12.2009 00:00;-10
13.12.2009 00:00;0
14.12.2009 00:00;0
15.12.2009 00:00;0
16.12.2009 00:00;0
17.12.2009 00:00;0
18.12.2009 00:00;0
19.12.2009 00:00;10
20.12.2009 00:00;0
21.12.2009 00:00;10
22.12.2009 00:00;0
23.12.2009 00:00;20
24.12.2009 00:00;30
25.12.2009 00:00;10
26.12.2009 00:00;0
27.12.2009 00:00;0
28.12.2009 00:00;0
29.12.2009 00:00;10
30.12.2009 00:00;10
31.12.2009 00:00;10
01.01.2010 00:00;-10
02.01.2010 00:00;10
03.01.2010 00:00;0
04.01.2010 00:00;-10
05.01.2010 00:00;0
06.01.2010 00:00;-10
07.01.2010 00:00;0
08.01.2010 00:00;10
09.01.2010 00:00;30
10.01.2010 00:00;20
11.01.2010 00:00;0
12.01.2010 00:00;-10
13.01.2010 00:00;0
14.01.2010 00:00;-10
15.01.2010 00:00;0
16.01.2010 00:00;-10
17.01.2010 00:00;0
18.01.2010 00:00;0
19.01.2010 00:00;0
20.01.2010 00:00;0
21.01.2010 00:00;0
22.01.2010 00:00;0
23.01.2010 00:00;0
24.01.2010 00:00;0
25.01.2010 00:00;-10
26.01.2010 00:00;10
27.01.2010 00:00;0
28.01.2010 00:00;0
29.01.2010 00:00;10
30.01.2010 00:00;10
31.01.2010 00:00;0
01.02.2010 00:00;-10
02.02.2010 00:00;10
03.02.2010 00:00;0
04.02.2010 00:00;0
05.02.2010 00:00;30
06.02.2010 00:00;20
07.02.2010 00:00;0
08.02.2010 00:00;-10
09.02.2010 00:00;0
10.02.2010 00:00;0
11.02.2010 00:00;0
12.02.2010 00:00;0
13.02.2010 00:00;-10
14.02.2010 00:00;0
15.02.2010 00:00;0
16.02.2010 00:00;0
17.02.2010 00:00;20
18.02.2010 00:00;30
19.02.2010 00:00;0
20.02.2010 00:00;20
21.02.2010 00:00;-20
22.02.2010 00:00;-10
23.02.2010 00:00;0
24.02.2010 00:00;-10
25.02.2010 00:00;0
26.02.2010 00:00;20
27.02.2010 00:00;0
28.02.2010 00:00;0
01.03.2010 00:00;-10
02.03.2010 00:00;0
03.03.2010 00:00;0
04.03.2010 00:00;0
05.03.2010 00:00;0
06.03.2010 00:00;0
07.03.2010 00:00;0
08.03.2010 00:00;0
09.03.2010 00:00;0
10.03.2010 00:00;0
11.03.2010 00:00;0
12.03.2010 00:00;0
13.03.2010 00:00;0
14.03.2010 00:00;0
15.03.2010 00:00;0
16.03.2010 00:00;0
17.03.2010 00:00;0
18.03.2010 00:00;-10
19.03.2010 00:00;0
20.03.2010 00:00;-10
21.03.2010 00:00;-10
22.03.2010 00:00;0
23.03.2010 00:00;0
24.03.2010 00:00;0
25.03.2010 00:00;0
26.03.2010 00:00;30
27.03.2010 00:00;20
28.03.2010 00:00;30
29.03.2010 00:00;-10
30.03.2010 00:00;40
31.03.2010 00:00;30
01.04.2010 00:00;-10
02.04.2010 00:00;-10
03.04.2010 00:00;-10
04.04.2010 00:00;10
05.04.2010 00:00;10
06.04.2010 00:00;-10
07.04.2010 00:00;-20
08.04.2010 00:00;0
09.04.2010 00:00;-10
10.04.2010 00:00;0
11.04.2010 00:00;0
12.04.2010 00:00;0
13.04.2010 00:00;10
14.04.2010 00:00;-10
15.04.2010 00:00;0
16.04.2010 00:00;0
17.04.2010 00:00;0
18.04.2010 00:00;0
19.04.2010 00:00;0
20.04.2010 00:00;-10
21.04.2010 00:00;0
22.04.2010 00:00;-10
23.04.2010 00:00;0
24.04.2010 00:00;0
25.04.2010 00:00;-10
26.04.2010 00:00;-10
27.04.2010 00:00;0
28.04.2010 00:00;-10
29.04.2010 00:00;-10
30.04.2010 00:00;-10
01.05.2010 00:00;-10
02.05.2010 00:00;10
03.05.2010 00:00;20
04.05.2010 00:00;20
05.05.2010 00:00;110
06.05.2010 00:00;30
07.05.2010 00:00;-40
08.05.2010 00:00;-30
09.05.2010 00:00;-20
10.05.2010 00:00;-10
11.05.2010 00:00;10
12.05.2010 00:00;-20
13.05.2010 00:00;30
14.05.2010 00:00;30
15.05.2010 00:00;-10
16.05.2010 00:00;-10
17.05.2010 00:00;-10
18.05.2010 00:00;-10
19.05.2010 00:00;-10
20.05.2010 00:00;0
21.05.2010 00:00;-10
22.05.2010 00:00;-20
23.05.2010 00:00;-10
24.05.2010 00:00;-20
25.05.2010 00:00;-20
26.05.2010 00:00;-20
27.05.2010 00:00;10
28.05.2010 00:00;-10
29.05.2010 00:00;0
30.05.2010 00:00;10
31.05.2010 00:00;80
01.06.2010 00:00;-20
02.06.2010 00:00;-20
03.06.2010 00:00;-10
04.06.2010 00:00;-20
05.06.2010 00:00;-20
06.06.2010 00:00;-20
07.06.2010 00:00;-10
08.06.2010 00:00;-20
09.06.2010 00:00;-10
10.06.2010 00:00;-30
11.06.2010 00:00;-50
12.06.2010 00:00;-30
13.06.2010 00:00;-30
14.06.2010 00:00;-10
15.06.2010 00:00;-20
16.06.2010 00:00;-10
17.06.2010 00:00;-10
18.06.2010 00:00;0
19.06.2010 00:00;-10
20.06.2010 00:00;10
21.06.2010 00:00;0
22.06.2010 00:00;-10
23.06.2010 00:00;-30
24.06.2010 00:00;-20
25.06.2010 00:00;-20
26.06.2010 00:00;-20
27.06.2010 00:00;-30
28.06.2010 00:00;-30
29.06.2010 00:00;-10
30.06.2010 00:00;0
01.07.2010 00:00;-10
02.07.2010 00:00;0
03.07.2010 00:00;0
04.07.2010 00:00;0
05.07.2010 00:00;0
06.07.2010 00:00;0
07.07.2010 00:00;0
08.07.2010 00:00;0
09.07.2010 00:00;0
10.07.2010 00:00;0
11.07.2010 00:00;0
12.07.2010 00:00;0
13.07.2010 00:00;0
14.07.2010 00:00;0
15.07.2010 00:00;0
16.07.2010 00:00;0
17.07.2010 00:00;0
18.07.2010 00:00;0
19.07.2010 00:00;0
20.07.2010 00:00;0
21.07.2010 00:00;0
22.07.2010 00:00;0
23.07.2010 00:00;0
24.07.2010 00:00;0
25.07.2010 00:00;0
26.07.2010 00:00;0
27.07.2010 00:00;0
28.07.2010 00:00;0
29.07.2010 00:00;0
30.07.2010 00:00;0
31.07.2010 00:00;0
01.08.2010 00:00;0
02.08.2010 00:00;0
03.08.2010 00:00;0
04.08.2010 00:00;0
05.08.2010 00:00;0
06.08.2010 00:00;0
07.08.2010 00:00;0
08.08.2010 00:00;0
09.08.2010 00:00;0
10.08.2010 00:00;0
11.08.2010 00:00;0
12.08.2010 00:00;0
13.08.2010 00:00;0
14.08.2010 00:00;60
15.08.2010 00:00;290
16.08.2010 00:00;-50
17.08.2010 00:00;-30
18.08.2010 00:00;-90
19.08.2010 00:00;-70
20.08.2010 00:00;-90
21.08.2010 00:00;-20
22.08.2010 00:00;0
23.08.2010 00:00;0
24.08.2010 00:00;0
25.08.2010 00:00;0
26.08.2010 00:00;0
27.08.2010 00:00;0
28.08.2010 00:00;0
29.08.2010 00:00;0
30.08.2010 00:00;0
31.08.2010 00:00;0
01.09.2010 00:00;0
02.09.2010 00:00;0
03.09.2010 00:00;0
04.09.2010 00:00;0
05.09.2010 00:00;0
06.09.2010 00:00;0
07.09.2010 00:00;0
08.09.2010 00:00;0
09.09.2010 00:00;0
10.09.2010 00:00;0
11.09.2010 00:00;0
12.09.2010 00:00;0
13.09.2010 00:00;0
14.09.2010 00:00;0
15.09.2010 00:00;0
16.09.2010 00:00;0
17.09.2010 00:00;0
18.09.2010 00:00;0
19.09.2010 00:00;0
20.09.2010 00:00;0
21.09.2010 00:00;0
22.09.2010 00:00;0
23.09.2010 00:00;0
24.09.2010 00:00;10
25.09.2010 00:00;40
26.09.2010 00:00;-20
27.09.2010 00:00;10
28.09.2010 00:00;20
29.09.2010 00:00;-10
30.09.2010 00:00;-30
01.10.2010 00:00;-10
02.10.2010 00:00;-10
03.10.2010 00:00;0
04.10.2010 00:00;0
05.10.2010 00:00;10
06.10.2010 00:00;0
07.10.2010 00:00;0
08.10.2010 00:00;-10
09.10.2010 00:00;0
10.10.2010 00:00;0
11.10.2010 00:00;0
12.10.2010 00:00;0
13.10.2010 00:00;0
14.10.2010 00:00;0
15.10.2010 00:00;0
16.10.2010 00:00;20
17.10.2010 00:00;50
18.10.2010 00:00;20
19.10.2010 00:00;-30
20.10.2010 00:00;-30
21.10.2010 00:00;10
22.10.2010 00:00;-10
23.10.2010 00:00;0
24.10.2010 00:00;0
25.10.2010 00:00;180
26.10.2010 00:00;-20
27.10.2010 00:00;-60
28.10.2010 00:00;-10
29.10.2010 00:00;-30
30.10.2010 00:00;-20
31.10.2010 00:00;0
01.11.2010 00:00;-10
02.11.2010 00:00;10
03.11.2010 00:00;0
04.11.2010 00:00;10
05.11.2010 00:00;0
06.11.2010 00:00;-10
07.11.2010 00:00;-10
08.11.2010 00:00;-10
09.11.2010 00:00;20
10.11.2010 00:00;-10
11.11.2010 00:00;-10
12.11.2010 00:00;70
13.11.2010 00:00;60
14.11.2010 00:00;-20
15.11.2010 00:00;-110
16.11.2010 00:00;260
17.11.2010 00:00;-20
18.11.2010 00:00;-50
19.11.2010 00:00;0
20.11.2010 00:00;0
21.11.2010 00:00;-50
22.11.2010 00:00;-10
23.11.2010 00:00;20
24.11.2010 00:00;20
25.11.2010 00:00;0
26.11.2010 00:00;-10
27.11.2010 00:00;-10
28.11.2010 00:00;-50
29.11.2010 00:00;0
30.11.2010 00:00;0
01.12.2010 00:00;10
02.12.2010 00:00;10
03.12.2010 00:00;-20
04.12.2010 00:00;0
05.12.2010 00:00;-10
06.12.2010 00:00;-10
07.12.2010 00:00;10
08.12.2010 00:00;10
09.12.2010 00:00;0
10.12.2010 00:00;0
11.12.2010 00:00;0
12.12.2010 00:00;0
13.12.2010 00:00;0
14.12.2010 00:00;0
15.12.2010 00:00;0
16.12.2010 00:00;-10
17.12.2010 00:00;-10
18.12.2010 00:00;10
19.12.2010 00:00;0
20.12.2010 00:00;0
21.12.2010 00:00;10
22.12.2010 00:00;-10
23.12.2010 00:00;0
24.12.2010 00:00;210
25.12.2010 00:00;70
26.12.2010 00:00;30
27.12.2010 00:00;-60
28.12.2010 00:00;-220
29.12.2010 00:00;-30
30.12.2010 00:00;0
31.12.2010 00:00;10
01.01.2011 00:00;0
02.01.2011 00:00;-10
03.01.2011 00:00;10
04.01.2011 00:00;-10
05.01.2011 00:00;-10
06.01.2011 00:00;0
07.01.2011 00:00;0
08.01.2011 00:00;0
09.01.2011 00:00;0
10.01.2011 00:00;-10
11.01.2011 00:00;0
12.01.2011 00:00;0
13.01.2011 00:00;10
14.01.2011 00:00;10
15.01.2011 00:00;-10
16.01.2011 00:00;-10
17.01.2011 00:00;-20
18.01.2011 00:00;10
19.01.2011 00:00;0
20.01.2011 00:00;-20
21.01.2011 00:00;0
22.01.2011 00:00;20
23.01.2011 00:00;-10
24.01.2011 00:00;0
25.01.2011 00:00;0
26.01.2011 00:00;-10
27.01.2011 00:00;0
28.01.2011 00:00;-10
